20704021,T
20704022,F
20704023,T
20704024,T
10705001,B
10705002,A
10705003,D
10705004,D
10705005,D
10705006,D
10705007,C
10705008,D
10705009,A
10705010,B
10705011,A
10705012,A
10705013,D
10705014,C
10705015,D
10705016,A
10705017,D
10705018,B
10705019,A
10705020,B
10705021,D
10705022,A
20705023,T
20705024,T
20705025,T
20705026,T
20705027,F
20705028,F
20705029,F
20705030,T
10706001,B
10706002,B
10706003,B
10706004,D
10706005,C
10706006,A
10706007,C
10706008,A
20706009,T
20706010,F
20706011,T
20706012,F
20706013,T
20706014,F
20706015,T
20706016,F
20706017,F
20706018,T
20706019,T
20706020,F
20706021,F
10707001,C
10707002,B
10707003,D
10707004,B
20707005,T
20707006,T
20707007,T
20707008,T
20707009,F
20707010,T
20707011,F
20707012,T
10707013,D
10708001,D
10708002,A
10708003,B
20708004,T
20708005,T
20708006,T
20708007,T
10709001,B
10709002,A
10709003,B
10709004,C
10709005,D
10709006,B
10709007,C
10709008,B
10709009,C
10709010,D
10709011,D
10709012,B
10709013,C
10709014,D
10709015,C
10709016,C
10709017,B
10709018,C
10709019,C
10709020,B
10709021,C
20709022,T
20709023,T
20709024,T
20709025,T
20709026,T
20709027,T
10709028,D
10709029,D
10709030,A
10709031,A
10709032,C
20709033,T
20709034,T
20709035,T
20709036,T
20709037,T
20709038,F
20709039,F
20709040,F
20709041,F
20709042,F
10710001,A
10710002,C
20710003,T
10710004,A
20710005,F
20710006,T
20710007,T
20710008,F
20710009,F
20710010,F
20710011,T
20710012,T
20710013,T
20710014,T
20710015,F
20710016,F
20710017,T
20710018,T
10711001,A
10711002,B
10711003,C
10711004,B
10711005,A
10711006,C
10711007,D
10711008,A
10711009,B
10711010,B
10711011,D
10711012,B
10711013,C
10711014,C
10711015,B
10711016,D
10711017,C
10711018,B
10711019,A
10711020,A
10711021,B
10711022,D
10711023,C
10711024,D
10712001,B
10712002,A
10712003,C
10712004,A
10712005,A
10712006,D
10712007,B
10712008,B
10712009,C
10712010,B
10712011,D
10712012,A
10712013,C
10712014,D
10712015,C
10712016,B
10712017,D
10712018,A
10712019,B
10712020,C
10712021,D
10712022,A
10712023,B
10712024,C
10712025,B
10712026,D
10712027,A
10712028,C
10712029,D
10712030,B
10712031,B
10712032,B
10712033,C
10712034,A
10712035,A
10712036,A
10712037,A
10712038,C
10712039,D
10712040,A
10712041,B
10712042,C
10712043,D
10712044,C
10712045,C
10712046,C
10712047,D
10712048,C
10712049,B
10712050,D
10712051,T
10712052,F
10712053,D
10712054,D
10712055,D
10712056,D
20712057,F
20712058,F
20712059,F
20712060,F
20712061,T
20712062,T
20712063,F
20712064,T
20712065,T
20712066,F
20712067,F
20712068,T
20712069,T
20712070,F
20712071,T
20712072,F
20712073,F
20712074,F
20712075,T
20712076,F
20712077,F
20712078,T
20712079,T
20712080,T
20712081,T
20712082,F
20712083,F
20712084,T
20712085,F
20712086,T
20712087,T
20712088,F
10712089,B
10712090,A
10713001,D
10713002,B
10713003,C
20713004,F
10713005,D
10801001,A
10801002,B
10801003,A
10801004,C
10801005,A
10801006,A
10801007,D
10801008,A
10801009,A
10801010,A
10801011,A
10801012,A
10801013,D
20801014,T
20801015,F
20801016,T
20801017,F
10802001,B
10802002,C
10802003,D
10802004,D
10802005,A
10802006,D
10802007,B
10802008,D
20802009,F
20802010,T
10803001,B
10803002,D
10803003,B
10803004,B
10803005,B
10803006,B
10803007,C
10803008,D
10803009,B
10803010,C
10803011,D
10803012,A
10803013,A
10803014,C
10803015,C
10803016,D
10803017,D
10803018,C
20803019,T
20803020,F
20803021,F
20803022,F
10804001,D
10804002,D
10804003,B
10804004,C
10804005,C
10804006,C
10804007,C
10804008,A
20804009,T
20804010,F
20804011,T
20804012,F
20804013,F
10805001,C
10805002,A
10805003,B
10805004,C
10805005,C
10805006,A
10805007,A
10805008,B
10805009,A
10805010,B
10805011,B
10805012,A
10805013,C
10805014,B
10805015,D
10805016,D
10805017,B
10805018,C
10805019,C
10805020,A
10805021,B
10805022,B
10805023,A
10805024,D
20805025,T
20805026,F
20805027,F
20805028,F
20805029,T
10901001,D
10901002,C
10901003,B
10901004,B
10901005,C
10901006,A
10901007,C
10901008,B
10901009,D
10901010,A
10901011,C
10901012,B
10901013,D
10901014,D
10901015,C
10901016,B
10901017,C
10901018,C
10901019,D
10901020,C
10901021,C
10901022,B
10901023,B
10901024,A
10901025,D
10901026,C
10901027,B
10901028,A
10901029,B
10901030,A
10901031,A
10901032,B
10901033,C
10901034,D
10901035,A
10901036,A
10901037,D
10901038,C
10901039,D
10901040,C
10901041,B
10901042,A
10901043,C
10901044,C
10901045,D
10901046,A
10901047,C
10901048,B
10901049,B
10901050,C
10901051,B
10901052,A
10901053,D
10901054,B
10901055,B
20901056,F
20901057,F
20901058,F
20901059,T
20901060,F
20901061,F
20901062,T
20901063,F
20901064,F
20901065,F
20901066,T
20901067,T
20901068,F
20901069,T
20901070,F
20901071,T
20901072,F
20901073,F
20901074,F
20901075,T
20901076,F
20901077,F
20901078,F
20901079,F
20901080,F
20901081,F
20901082,F
20901083,F
20901084,F
20901085,T
20901086,T
20901087,F
20901088,F
11001001,B
11001002,C
11001003,C
21001004,F
21001005,T
21001006,T
11002001,D
11002002,C
11002003,D
11002004,D
11002005,B
21002006,F
21002007,F
11002008,D
11002009,D
11002010,D
11002011,D
11002012,D
11002013,D
11002014,C
21002015,T
21002016,T
21002017,T
21002018,T
21002019,T
21002020,T
21002021,T
12101001,A
12101002,A
12101003,D
12101004,A
12101005,A
12101006,A
12101007,B
12101008,A
12101009,A
12101010,B
12101011,C
22101012,F
22101013,F
22101014,F
22101015,T
22101016,F
22101017,T
22101018,F
22101019,F
12101020,B
12101021,C
12102001,C
12102002,B
12102003,A
12102004,B
12102005,D
12102006,C
22102007,F
22102008,T
22102009,F
22102010,F
12103001,B
12103002,B
12103003,D
12103004,C
12103005,A
12103006,D
22103007,F
22103008,F
22103009,F
22103010,T
22103011,T
12104001,C
12104002,B
12104003,C
12104004,A
12104005,C
12104006,B
12104007,C
12104008,C
22104009,F
22104010,T
22104011,F
12105001,D
12105002,A
12105003,D
12105004,A
12105005,A
12105006,B
12105007,D
12105008,C
12105009,A
12105010,B
12105011,B
12105012,D
12105013,B
12105014,C
22105015,F
22105016,T
22105017,T
12105018,A
12106001,D
12106002,B
22106003,F
22106004,T
22106005,F
22106006,F
22106007,F
22106008,F
12107001,A
12107002,A
12107003,C
12107004,D
12107005,D
12107006,D
12107007,C
12107008,D
12107009,C
12107010,D
12107011,C
12107012,C
22107013,T
22107014,F
22107015,F
12108001,B
12108002,B
12108003,C
12108004,D
12108005,B
12108006,D
12108007,B
12108008,C
12108009,C
22108010,F
22108011,F
22108012,F
12109001,C
12109002,C
12109003,A
12109004,B
12109005,C
12109006,A
12109007,C
12109008,A
12109009,A
12109010,B
12109011,C
12109012,D
12109013,B
12109014,A
12109015,A
12109016,A
12109017,B
12109018,B
12109019,D
12109020,D
12109021,A
12109022,D
12109023,A
12109024,C
12109025,D
12109026,A
12109027,C
22109028,F
22109029,F
22109030,F
22109031,F
22109032,T
22109033,F
22109034,F
12110001,B
12110002,D
12110003,D
12110004,C
12110005,D
12110006,B
12110007,A
12110008,D
12110009,D
12110010,D
12110011,C
12110012,A
12110013,C
12110014,C
12110015,C
12110016,B
12110017,C
12110018,B
12110019,C
12110020,C
12110021,B
12110022,A
12110023,A
12110024,B
12110025,D
22110026,T
22110027,F
22110028,T
22110029,F
22110030,F
22110031,T
22110032,F
22110033,T
22110034,F
22110035,T
22110036,F
12111001,B
12111002,A
12111003,D
12111004,C
12111005,B
12111006,A
12111007,D
12111008,A
12111009,A
12111010,C
12111011,A
12111012,C
12111013,D
12111014,A
12111015,A
12111016,A
22111017,F
22111018,F
22111019,T
22111020,T
22111021,F
22111022,F
22111023,F
12112001,A
12112002,B
12112003,C
12112004,A
12112005,B
12112006,D
12112007,D
12112008,C
12112009,A
12112010,B
12112011,C
12112012,B
12112013,C
12112014,C
12112015,D
12112016,C
12112017,A
12112018,D
12113001,B
12113002,A
12113003,D
12113004,D
12113005,B
12113006,B
12113007,A
12113008,C
12113009,A
12113010,B
12113011,B
12113012,D
12113013,C
22113014,F
22113015,T
22113016,T
22113017,T
22113018,F
22113019,F
12114001,D
12114002,D
12114003,B
12114004,B
12114005,D
12114006,D
12114007,D
12114008,B
12114009,D
12114010,B
22114011,T
22114012,T
22114013,T
22114014,T
22114015,T
12114016,C
12115001,A
12115002,B
12115003,A
12115004,B
12115005,B
12115006,B
12115007,D
12115008,D
12115009,D
12115010,B
12115011,B
12115012,C
12115013,B
12115014,C
12115015,C
12115016,A
12115017,B
12115018,C
12115019,C
12115020,C
12115021,D
12115022,D
12115023,D
12115024,C
12115025,D
12115026,B
12115027,C
12115028,D
12115029,B
12115030,C
12115031,D
12115032,D
12115033,A
12115034,A
12115035,B
12115036,D
12115037,B
12115038,A
12115039,B
12115040,A
12115041,B
12115042,C
12115043,D
12115044,B
12115045,C
12115046,A
12115047,F
12115048,F
12115049,T
12115050,T
12115051,F
12115052,T
12115053,T
12115054,T
12115055,D
12116001,C
12116002,D
12116003,B
12116004,D
12116005,D
12116006,B
12116007,C
12116008,B
12116009,D
12116010,A
12116011,C
12116012,B
12116013,D
12116014,C
12116015,A
12116016,C
12116017,B
12116018,B
12116019,D
12116020,A
12116021,D
12116022,B
12116023,C
12116024,B
12116025,C
12116026,B
12116027,A
12116028,B
12116029,D
12116030,B
12116031,D
22116032,F
22116033,F
22116034,F
12117001,A
12117002,D
12117003,C
12117004,A
12117005,B
12117006,C
12117007,C
12117008,D
12117009,D
12117010,D
12117011,A
12117012,D
12117013,A
12117014,C
12117015,A
12117016,D
12117017,C
12117018,B
12117019,C
12117020,D
12117021,C
12117022,C
12117023,B
12117024,B
12117025,C
12117026,D
12117027,C
12117028,D
12117029,B
12117030,D
12117031,C
12117032,C
22117033,T
22117034,T
22117035,T
22117036,F
12118001,B
12118002,D
12118003,B
12118004,B
12118005,C
12118006,A
12118007,A
12118008,A
12118009,D
12118010,B
12118011,A
12118012,D
12118013,B
12118014,C
12118015,B
12118016,A
12118017,D
12118018,A
12118019,B
12118020,A
12118021,D
12118022,C
12118023,C
12118024,C
12118025,B
22118026,T
22118027,F
22118028,F
22118029,F
12118030,A
12119001,B
12119002,D
12119003,B
12119004,A
12119005,A
12119006,B
12119007,C
12119008,C
12119009,A
12119010,B
12119011,D
12119012,D
12119013,C
22119014,T
22119015,F
22119016,F
22119017,F
12120001,C
12120002,B
12120003,A
12120004,C
12120005,B
12120006,A
12120007,D
12120008,A
12120009,A
12120010,B
12120011,C
12120012,D
12120013,A
12120014,C
12120015,A
12120016,A
12120017,C
12120018,D
12120019,B
12120020,D
12120021,B
12120022,D
12120023,B
12120024,A
12120025,C
12120026,B
12120027,A
12120028,B
12120029,D
12120030,A
12120031,D
12120032,D
12120033,B
12120034,D
12120035,D
12120036,A
12120037,C
12120038,A
12120039,B
12120040,B
12120041,C
12120042,C
12120043,D
12120044,D
12120045,D
12120046,D
12120047,A
12120048,D
12120049,C
12120050,A
12120051,B
12120052,C
12120053,D
12120054,A
12120055,D
12120056,A
12120057,B
12120058,C
12120059,D
12120060,A
12120061,C
12120062,D
12120063,B
12120064,D
12120065,B
12120066,C
12120067,D
12120068,D
12120069,B
12120070,B
12120071,C
12120072,D
12120073,B
22120074,F
22120075,T
22120076,F
22120077,F
22120078,F
12120079,A
12121001,C
12121002,A
12121003,B
12121004,A
12121005,D
12121006,C
12121007,A
12121008,C
12121009,D
12121010,C
12121011,D
12121012,C
12121013,C
12121014,A
12121015,A
12121016,D
22121017,T
22121018,F
22121019,F
22121020,F
22121021,F
22121022,F
12121023,D
12122001,B
12122002,C
12122003,C
12122004,B
12122005,A
12122006,B
12122007,B
12122008,B
12122009,D
12122010,B
12122011,A
12122012,C
12122013,D
12122014,B
12122015,C
12122016,C
12122017,B
12122018,C
12122019,A
12122020,C
12122021,C
22122022,F
22122023,F
22122024,T
22122025,T
22122026,T
22122027,F
22122028,T
22122029,F
12123001,D
12123002,C
12123003,D
12123004,B
12123005,A
12123006,A
12123007,C
12123008,D
12123009,D
12123010,C
12123011,B
12123012,A
12123013,C
12123014,D
12123015,D
12123016,A
12123017,D
12123018,B
12123019,A
12123020,D
22123021,F
22123022,F
22123023,F
22123024,T
22123025,F
22123026,F
22123027,F
12123028,C
12123029,D
12123030,D
12123031,C
12123032,B
12123033,A
12123034,C
12124001,A
12124002,A
12124003,B
12124004,D
12124005,A
12124006,B
12124007,C
12124008,D
12124009,A
12124010,D
12124011,D
12124012,C
12124013,B
12124014,A
12124015,A
12124016,D
12124017,A
12124018,C
12124019,D
12124020,C
12124021,A
12124022,D
12124023,D
12124024,B
12124025,A
12124026,D
12124027,D
12124028,D
12124029,A
12124030,C
12124031,C
12124032,B
12124033,B
12124034,C
12124035,D
22124036,F
22124037,T
22124038,T
22124039,T
22124040,T
22124041,T
22124042,F
22124043,T
22124044,T
22124045,F
22124046,T
22124047,T
22124048,T
22124049,F
22124050,T
22124051,F
22124052,F
22124053,F
22124054,F
12124055,A
22124056,T
12124057,B
22124058,T
12124059,D
12124060,D
12124061,B
22124062,F
12124063,C
12124064,A
12124065,C
12124066,B
12124067,A
12124068,D
12125001,C
12125002,B
12125003,D
12125004,A
12125005,C
12125006,C
12125007,B
12125008,C
12125009,B
12125010,D
12125011,C
12125012,B
22125013,F
22125014,F
12125015,C
12125016,B
12125017,A
12125018,B
12126001,B
12126002,B
12126003,C
12126004,C
12126005,A
12126006,A
12126007,B
12126008,D
12126009,A
12126010,C
12126011,C
12126012,C
12126013,C
12126014,C
12126015,B
12126016,B
12126017,B
22126018,F
22126019,T
22126020,T
22126021,T
22126022,F
12127001,A
12127002,C
12127003,A
12127004,C
12127005,B
12127006,D
12127007,C
22127008,T
12128001,C
12128002,A
12128003,A
12128004,A
12128005,C
12128006,C
12128007,B
12128008,C
12128009,A
12128010,C
12128011,D
12128012,B
12128013,B
12128014,B
12128015,A
12128016,C
12128017,B
12129001,A
12129002,B
12129003,B
12129004,C
12129005,C
22129006,T
22129007,T
22129008,F
22129009,F
22129010,F
12130001,D
12130002,A
12130003,A
12130004,B
12130005,D
12130006,C
12130007,B
12130008,B
12130009,B
12130010,B
12130011,B
12130012,C
12130013,D
22130014,F
22130015,T
22130016,F
22130017,T
22130018,F
22130019,F
12130020,B
12131001,B
12131002,A
12131003,B
12131004,D
12131005,A
12131006,B
12131007,C
12131008,C
12131009,D
12131010,D
12131011,D
12131012,C
12131013,D
12131014,C
12131015,A
12131016,D
12131017,A
12131018,A
12131019,A
22131020,T
22131021,T
22131022,T
22131023,T
22131024,T
22131025,T
22131026,T
22131027,T
22131028,T
22131029,F
22131030,F
22131031,F
12131032,A
22131033,F
22131034,F
22131035,F
12131036,A
12131037,B
12132001,D
12132002,B
22132003,F
22132004,T
22132005,T
22132006,F
12132007,C
12132008,C
22132009,T
22132010,F
12133001,B
12133002,C
12133003,A
12133004,B
12133005,C
12201001,D
12201002,B
12201003,B
12201004,A
12201005,B
12201006,A
12201007,B
12201008,D
12201009,A
12201010,B
12201011,A
12201012,B
12201013,A
12201014,C
12201015,C
12201016,D
12201017,C
12201018,C
12201019,A
12201020,A
12201021,C
22201022,T
22201023,F
22201024,T
12201025,B
12201026,D
12201027,C
12201028,D
22201029,T
22201030,F
22201031,T
22201032,F
22201033,F
22201034,T
22201035,F
22201036,F
22201037,F
22201038,F
22201039,T
22201040,T
12201041,B
12201042,D
12202001,C
12202002,D
12202003,D
12202004,B
12202005,A
12202006,B
12202007,B
12202008,B
12202009,C
22202010,T
22202011,F
22202012,F
22202013,F
12203001,A
12203002,B
12203003,C
12203004,C
12203005,A
12203006,A
12203007,A
12203008,B
12203009,B
12203010,B
12203011,C
12203012,A
12203013,A
12203014,C
12203015,B
12203016,C
12203017,B
12203018,A
12203019,B
12203020,A
12203021,A
12203022,C
12203023,A
12203024,A
12203025,B
12203026,A
12203027,A
12203028,C
12203029,C
12203030,D
12203031,C
12203032,B
12203033,C
12203034,D
12203035,C
12203036,D
12203037,A
12203038,D
12203039,D
12203040,A
12203041,D
12203042,A
12203043,B
12203044,A
12203045,C
12203046,B
12203047,C
12203048,B
12203049,A
12203050,D
12203051,B
12203052,A
12203053,A
12203054,D
12203055,B
12203056,C
22203057,T
22203058,T
22203059,T
22203060,F
22203061,F
12204001,B
12204002,A
12204003,B
12204004,C
12204005,C
12204006,B
12204007,A
12204008,A
12204009,B
12204010,A
12204011,B
12204012,B
12204013,C
12204014,D
12204015,C
12204016,D
12204017,A
12204018,D
12204019,D
12204020,A
12204021,A
12204022,A
12204023,C
12204024,A
12204025,B
12204026,D
12204027,D
12204028,C
12204029,C
12204030,D
12204031,B
12204032,C
12204033,A
12204034,D
12204035,C
12204036,A
12204037,C
12204038,A
12204039,B
12204040,A
12204041,B
12204042,A
12204043,D
12204044,C
12204045,C
12204046,A
22204047,T
22204048,F
22204049,T
22204050,F
22204051,T
22204052,T
22204053,F
22204054,T
22204055,F
22204056,T
22204057,F
22204058,F
22204059,F
22204060,F
22204061,F
22204062,F
22204063,F
12205001,B
12205002,D
12205003,D
12205004,C
12206005,C
12206006,B
12206007,D
12206008,A
12206009,B
22206010,F
22206011,T
12207001,D
12207002,D
12207003,C
12207004,A
12207005,A
12207006,C
12207007,A
22207008,T
22207009,T
12208001,D
12208002,C
12208003,C
12208004,C
12208005,B
12208006,A
12208007,A
12208008,C
12208009,C
12208010,D
12208011,A
12208012,A
12208013,A
12208014,D
12208015,D
22208016,T
22208017,T
22208018,T
22208019,F
22208020,F
12208021,B
12209001,D
12209002,D
12209003,B
12209004,A
12209005,C
12209006,C
12209007,C
12209008,D
12209009,C
12209010,A
12209011,C
12209012,D
12209013,A
12209014,A
12209015,C
12209016,D
12209017,C
12209018,D
12209019,C
12209020,D
12209021,A
12209022,D
12209023,D
22209024,F
22209025,F
22209026,F
22209027,F
22209028,F
22209029,F
22209030,F
22209031,F
22209032,T
22209033,F
22209034,T
22209035,F
22209036,T
12210001,B
12210002,B
12210003,C
12210004,B
12210005,B
12210006,A
22210007,T
22210008,F
22210009,T
22210010,T
22210011,F
22210012,F
22210013,T
12211001,C
12211002,D
12211003,A
12211004,C
12211005,C
12211006,B
12211007,C
12211008,C
12211009,B
12211010,D
22211011,F
12211012,A
12212001,D
12212002,D
12212003,B
12212004,C
12212005,D
12212006,B
12212007,B
12212008,C
12212009,D
22212010,T
22212011,T
22212012,T
12213001,B
12213002,B
12213003,A
12213004,A
12213005,B
12213006,D
12213007,C
12213008,B
12213009,B
12213010,D
12213011,D
12213012,B
12213013,B
12213014,B
12213015,B
12213016,C
12213017,A
12213018,C
12213019,A
12213020,C
12213021,C
12213022,C
12213023,A
12213024,C
12213025,D
22213026,T
22213027,F
22213028,F
22213029,T
22213030,F
22213031,T
22213032,F
22213033,T
22213034,T
22213035,F
22213036,T
22213037,T
12213038,B
12301001,D
12301002,D
12301003,B
12301004,D
12301005,D
12301006,B
12301007,D
12301008,D
12301009,D
12301010,D
12301011,A
12301012,B
12301013,A
12301014,D
12301015,D
12301016,A
12301017,D
12301018,D
12301019,A
12301020,A
12301021,B
12301022,D
12301023,D
12301024,C
12301025,C
12301026,B
12301027,D
12301028,D
12301029,B
12301030,B
12301031,C
12301032,A
12301033,D
12301034,B
12301035,B
12301036,B
12301037,A
12301038,D
12301039,D
12301040,B
12301041,A
12301042,C
12301043,B
12301044,D
12301045,B
12301046,C
12301047,C
12301048,A
12301049,B
12301050,B
12301051,A
12301052,C
12301053,A
12301054,C
12301055,D
12301056,A
12301057,C
12301058,B
12301059,C
12301060,A
12301061,B
12301062,D
12301063,A
12301064,B
22301065,T
22301066,F
22301067,T
22301068,T
22301069,F
22301070,T
22301071,T
22301072,F
12302001,D
12302002,A
12302003,A
12302004,A
12302005,A
12302006,B
12302007,C
22302008,T
12303001,B
12303002,A
12303003,C
12303004,C
12303005,D
22303006,F
22303007,T
12304001,B
12304002,D
12304003,A
12304004,D
12304005,C
22304006,T
12305001,A
12305002,C
12305003,C
12305004,D
12305005,A
12305006,C
12305007,B
12305008,B
12305009,C
12305010,A
12305011,A
12305012,B
12305013,D
12305014,A
12305015,B
12305016,B
12305017,D
12305018,D
22305019,T
22305020,F
22305021,T
12306001,D
12306002,D
12306003,C
12306004,B
12306005,D
22306006,T
12307001,C
12307002,B
12307003,C
12307004,C
12307005,D
12307006,D
12307007,B
12307008,A
12307009,C
22307010,F
22307011,T
22307012,T
22307013,T
22307014,T
22307015,T
22307016,F
22307017,T
22307018,T
12307019,D
12308001,D
12308002,A
12308003,D
22308004,T
22308005,T
22308006,T
12309001,D
12309002,D
12309003,C
12309004,D
12309005,C
12309006,A
12309007,A
22309008,F
12310001,A
12310002,D
12310003,C
12310004,D
12310005,D
12310006,C
12310007,A
12310008,C
12310009,C
12310010,D
12310011,A
12310012,D
12310013,A
12310014,C
12310015,C
12310016,B
12310017,C
12310018,B
22310019,T
22310020,F
22310021,F
22310022,T
22310023,F
22310024,F
22310025,T
22310026,F
12310027,D
12311001,D
12311002,B
12311003,B
12311004,A
12311005,A
12311006,D
12311007,C
12311008,A
12311009,B
12311010,C
12311011,A
12311012,C
12311013,B
12311014,B
12311015,A
12311016,B
12311017,A
12311018,C
12311019,C
12311020,B
12311021,D
12311022,C
12311023,A
22311024,F
22311025,T
12311026,C
12312001,A
12312002,D
12312003,B
12312004,D
12312005,A
12312006,A
12312007,C
12312008,B
12312009,C
12312010,D
22312011,T
12313001,D
12313002,A
12313003,D
12313004,A
12313005,A
12314001,D
12314002,C
12314003,D
12314004,C
12314005,B
12314006,B
22314007,F
22314008,F
22314009,T
12315001,D
12315002,D
12315003,D
12315004,B
12315005,A
12315006,C
12315007,C
12315008,A
12315009,D
12315010,B
12315011,B
12315012,A
12315013,D
12315014,B
12315015,A
12315016,C
12315017,A
12315018,C
12315019,B
22315020,T
22315021,F
12316001,A
12316002,C
12316003,A
12316004,C
12316005,D
12316006,C
12316007,A
12316008,D
12316009,B
12316010,A
12316011,B
12316012,D
12316013,A
12316014,D
12316015,A
12316016,B
12316017,A
12316018,C
12316019,B
12316020,A
12316021,D
12316022,C
22316023,F
22316024,T
22316025,T
22316026,F
22316027,T
22316028,T
22316029,T
22316030,F
22316031,T
22316032,T
22316033,F
22316034,F
22316035,F
22316036,T
22316037,F
22316038,T
22316039,F
22316040,F
22316041,T
22316042,F
22316043,T
22316044,F
12317001,B
12317002,D
12317003,D
12317004,D
12317005,D
12317006,C
12317007,B
12317008,C
12317009,B
12317010,C
22317011,F
12318001,A
12318002,B
12318003,A
12318004,D
12318005,A
12318006,C
12318007,B
22318008,T
22318009,F
22318010,T
22318011,F
12319001,A
12319002,D
12319003,D
22319004,F
22319005,T
22319006,T
22319007,F
12320001,B
12320002,D
12320003,D
12320004,B
12320005,C
12320006,D
12320007,D
12320008,A
12320009,C
12320010,D
12320011,B
12320012,C
12320013,D
12320014,B
12320015,B
12320016,D
12320017,B
12320018,C
12320019,C
12320020,C
12320021,A
12320022,B
12320023,B
12320024,A
12320025,D
12320026,C
22320027,F
22320028,F
22320029,T
22320030,F
22320031,F
22320032,F
22320033,F
22320034,F
12501001,C
12501002,A
12501003,C
12501004,B
12501005,C
12501006,C
12501007,C
12501008,D
12501009,D
12501010,B
12501011,C
12501012,C
12501013,A
12501014,B
12501015,C
12501016,C
12501017,D
12501018,D
12501019,A
12501020,C
12501021,B
12501022,C
12501023,C
12501024,C
12501025,A
12501026,D
12501027,D
12501028,D
12501029,D
12501030,A
12501031,A
12501032,D
12501033,D
12501034,D
12501035,D
12501036,B
12501037,C
12501038,C
12501039,C
12501040,B
12501041,C
12501042,B
12501043,B
12501044,C
12501045,B
12501046,B
12501047,B
12501048,A
12501049,D
12501050,D
12501051,A
12501052,C
12501053,B
12501054,A
12501055,D
12501056,D
12501057,C
12501058,D
12501059,A
12501060,B
12501061,B
12501062,B
12501063,B
12501064,B
12501065,A
12501066,B
12501067,A
12501068,B
12501069,A
12501070,B
12501071,C
12501072,D
12501073,D
12501074,D
12501075,C
12501076,B
12501077,C
12501078,D
12501079,A
12501080,A
12501081,C
12501082,D
12501083,D
22501084,T
22501085,F
22501086,F
22501087,T
22501088,T
22501089,T
12502001,B
12502002,B
12502003,C
12502004,B
12502005,A
22502006,F
22502007,F
22502008,F
12503001,B
12503002,D
12503003,B
12503004,A
12503005,C
12503006,B
12503007,B
12503008,D
12504001,D
12504002,A
12504003,A
12504004,C
12504005,C
12504006,D
12504007,A
12504008,A
12504009,B
12504010,B
12504011,D
12504012,D
12504013,C
12504014,A
12504015,A
12504016,B
12504017,C
12504018,B
12504019,C
12504020,B
22504021,T
22504022,F
12505001,B
12505002,C
12505003,B
12505004,B
12505005,A
12505006,C
12505007,A
12505008,D
12505009,C
12505010,D
12505011,D
12505012,C
12505013,D
12506001,A
12506002,B
12506003,A
12506004,B
12506005,A
12506006,D
12506007,D
12506008,A
12506009,B
12506010,A
12506011,C
12506012,B
12506013,A
12506014,B
12506015,B
12506016,B
12506017,B
12506018,B
12506019,C
12506020,A
12506021,D
12506022,B
12506023,D
12506024,A
12506025,B
12506026,C
12506027,D
22506028,T
12507001,B
12507002,B
12507003,B
12507004,D
12507005,B
12507006,C
12507007,C
12507008,C
12507009,B
12507010,B
12507011,A
12507012,C
12508001,C
12508002,A
12508003,C
12508004,B
12508005,C
12508006,D
12508007,D
12508008,B
12509001,D
12509002,C
12509003,D
12509004,C
12510001,A
12510002,C
12510003,A
12510004,A
12510005,B
12510006,B
12511001,B
12511002,C
12511003,C
12511004,D
12511005,B
12511006,B
12511007,C
12511008,B
12511009,B
22511010,T
12511011,D
12512001,A
12512002,B
12512003,B
12512004,A
12512005,B
12512006,A
12512007,C
12512008,A
12512009,A
12512010,A
12512011,C
12512012,D
12512013,C
12512014,A
12512015,D
12512016,D
12512017,C
12512018,B
12512019,D
22512020,T
22512021,T
22512022,T
22512023,T
12513001,A
12513002,C
12513003,B
12513004,A
12513005,C
12513006,D
12513007,C
12513008,C
12513009,A
12513010,D
12513011,D
12513012,A
12513013,B
12513014,C
12513015,D
12513016,B
12513017,A
12513018,C
12513019,B
12513020,C
12513021,D
12513022,C
12513023,B
12513024,T
12513025,F
12513026,T
12513027,C
12601001,C
12601002,A
12601003,D
12601004,A
12601005,C
12601006,D
12601007,A
12601008,B
12601009,D
12601010,A
12601011,B
12601012,C
12601013,D
12601014,C
12601015,D
12601016,B
12601017,D
12601018,C
12601019,A
12601020,D
12601021,A
12601022,D
12601023,A
12601024,A
12601025,A
12602001,C
12602002,A
12602003,B
12602004,C
12602005,D
12602006,C
12602007,C
12602008,D
12602009,B
12602010,A
22602011,F
22602012,F
22602013,T
22602014,T
22602015,T
12603001,A
12603002,C
12603003,C
12603004,D
12603005,A
12603006,A
12603007,D
12603008,D
12603009,D
12604001,A
12604002,D
12604003,B
12605001,A
12605002,C
12605003,C
12605004,D
12605005,A
12605006,C
12605007,B
12605008,B
12605009,C
12605010,A
12605011,A
12605012,B
12605013,D
12605014,A
12605015,B
12605016,B
12605017,D
12605018,D
22605019,T
22605020,F
12606001,D
12606002,B
12606003,D
12606004,D
12607001,C
12607002,B
12607003,C
12607004,C
12607005,D
12607006,D
12607007,B
12607008,A
12607009,C
22607010,F
22607011,T
22607012,T
22607013,F
22607014,T
12607015,A
12608001,D
12608002,A
12608003,D
12608004,D
12608005,D
22608006,T
12609001,C
12609002,D
12609003,D
12609004,C
12609005,B
12609006,D
12609007,D
12609008,D
12609009,D
12609010,D
12609011,A
22609012,F
22609013,T
22609014,F
22609015,T
22609001,T
12610002,B
12610003,C
12610004,D
12610005,D
12610006,B
12610007,D
12610008,B
